id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|CAF	B_cell|Endo	B_cell|Macro	B_cell|NK	B_cell|T_cell	B_cell|malignant_cell	CAF|B_cell	CAF|CAF	CAF|Endo	CAF|Macro	CAF|NK	CAF|T_cell	CAF|malignant_cell	Endo|B_cell	Endo|CAF	Endo|Endo	Endo|Macro	Endo|NK	Endo|T_cell	Endo|malignant_cell	Macro|B_cell	Macro|CAF	Macro|Endo	Macro|Macro	Macro|NK	Macro|T_cell	Macro|malignant_cell	NK|B_cell	NK|CAF	NK|Endo	NK|Macro	NK|NK	NK|T_cell	NK|malignant_cell	T_cell|B_cell	T_cell|CAF	T_cell|Endo	T_cell|Macro	T_cell|NK	T_cell|T_cell	T_cell|malignant_cell	malignant_cell|B_cell	malignant_cell|CAF	malignant_cell|Endo	malignant_cell|Macro	malignant_cell|NK	malignant_cell|T_cell	malignant_cell|malignant_cell
CPI-SS0419B80C4	LGALS9_LRP1	simple:O00182	simple:Q07954	LGALS9	LRP1	True	False	True	InnateDB-All	False	0.347		0.893		0.744			0.476		0.658		0.509					1.09		0.942			0.673		1.27		1.121			0.853		0.809		0.66			0.391		0.751		0.602			0.334							
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ICAM3	CD209	True	False	True	curated	False	0.347	0.568		0.543	0.655	0.552	0.561																							0.627		0.601	0.714	0.61	0.62		0.604	0.489	0.579	0.692	0.588	0.597	0.485							
CPI-SS0C23EF34B	NCAM1_GDNF	simple:P13591	simple:P39905	NCAM1	GDNF	True	True	False	I2D	False	0.347															0.163		0.128	0.14	0.184	0.156	0.176								0.534	0.501	0.499	0.51	0.555	0.527	0.546								0.118				0.139	0.111	0.13
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	COL15A1		True	False	False	curated	True	0.347								0.229	0.237	0.352	0.184	0.22	0.251	0.251	0.43	0.437	0.552	0.384	0.421	0.452	0.451																								0.259			0.159	0.158
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	0.347	1.224	1.321					1.423														1.317		1.325	1.273				1.428	1.28	1.377	1.324			1.266	1.479	1.259	1.356	1.303			1.245	1.458							
CPI-SS01C2BA5C8	WNT5A_FZD2	simple:P41221	simple:Q14332	WNT5A	FZD2	True	False	True	curated	False	0.367								0.236	0.239	0.167	0.187	0.203	0.226		0.276	0.279	0.207	0.227	0.243	0.266	0.167	0.212	0.215		0.163	0.179	0.202																						
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	TNC		True	False	False	curated	True	0.367						0.479		0.767	0.535		0.751	0.801	0.832	0.473	0.594			0.578	0.628	0.659							0.451							0.457							0.474		0.58			0.564	0.615	0.646	
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	COL18A1		True	False	False	curated	True	0.367								0.262	0.269	0.384	0.216	0.253	0.284	0.283	0.476	0.484	0.599	0.431	0.467	0.498	0.497																						0.177		0.299			0.199	0.198
CPI-SS076D8415B	CCL3_IDE	simple:P10147	simple:P14735	CCL3	IDE	True	False	True	IMEx,InnateDB-All,MINT	False	0.367																						0.716	0.76	0.735	0.719		0.742	0.745	0.651	0.695	0.671	0.654		0.678	0.68	0.299	0.343	0.319	0.302		0.326	0.328							
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	PLAUR		True	True	False	curated	True	0.367								0.703	0.472		0.687	0.738	0.769		0.452			0.436		0.518		1.016	0.785		1.0	1.051	1.082	0.722															0.51			0.494	0.544	0.576	
CPI-CS0CE2A204A	ACVR_1A2A receptor_BMP8A	complex:ACVR_1A2A receptor	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.367								0.357	0.335	0.284	0.311	0.416	0.358	0.255	0.297	0.275			0.357	0.298		0.245				0.304	0.246																0.276	0.254			0.336	0.277	
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	GRN	SORT1	True	False	True	IMEx,InnateDB-All,MINT	False	0.367							0.783		0.759	0.75	0.822			1.1		0.925	0.916	0.988			1.266		1.073	1.064	1.136			1.413							0.588									0.867	0.859	0.93			1.208
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ICAM1	ITGAL	False	True	True	curated	False	0.367					0.885	0.744						0.975	0.834						0.99	0.849		0.866			0.917	1.289	1.148						0.941	0.8						0.869	0.728		0.719			0.77	1.142	1.001	
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	True	False	True	IMEx,IntAct	False	0.367																						0.496	0.578	0.62	0.488		0.492	0.652	0.997	1.079	1.121	0.989		0.992	1.153	0.555	0.637	0.679	0.547		0.55	0.711							
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	FLT1	VEGFB	True	True	False	curated	False	0.367		0.266	0.286	0.291			0.311									0.352	0.372	0.378			0.397			0.238	0.244			0.263			0.264	0.27			0.289		0.253	0.273	0.278			0.297							
CPI-CS01319F57A	BMR1B_AVR2A_BMP8A	complex:BMR1B_AVR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.367								0.357	0.335	0.284	0.311	0.416	0.358	0.255	0.297	0.275			0.357	0.298		0.245				0.304	0.246																0.276	0.254			0.336	0.277	
CPI-SS029C6E8FA	TNFSF15_TNFRSF6B	simple:O95150	simple:O95407	TNFSF15	TNFRSF6B	True	False	False	curated	False	0.367		0.315	0.28				0.18		0.224	0.189						0.255	0.22						0.305	0.27				0.169		0.308	0.273				0.172		0.296	0.261				0.16		0.233	0.198				
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	COL12A1		True	False	False	curated	True	0.367								0.511	0.518	0.633	0.465	0.502	0.533	0.532	0.243	0.251	0.366	0.198	0.234	0.265	0.265																						0.178		0.3			0.2	0.199
CPI-SC0F4AC5AA2	ICAM1_aLb2 complex	simple:P05362	complex:aLb2 complex	ICAM1		False	True	False	curated	True	0.367					0.885	0.744						0.975	0.834						0.99	0.849		0.866			0.917	1.289	1.148						0.941	0.8						0.869	0.728		0.719			0.77	1.142	1.001	
CPI-SC0814068D9	COL6A2_a2b1 complex	simple:P12110	complex:a2b1 complex	COL6A2		True	False	False	curated	True	0.367								0.769	0.776	0.891	0.723	0.759	0.79	0.79	0.45	0.457	0.572	0.404	0.441	0.472	0.471																						0.173		0.295			0.195	0.194
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	curated	False	0.367									0.317	0.416		0.313		0.173		0.301	0.4		0.297		0.156		0.324	0.423		0.32	0.147	0.179		0.316	0.416		0.312	0.14	0.172														
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	COL4A2		True	False	False	curated	True	0.367								0.397	0.404	0.519	0.351	0.388	0.419	0.418	0.851	0.859	0.974	0.805	0.842	0.873	0.872			0.232																					0.253			0.152	0.151
CPI-SC063BC3DDE	ICAM2_aLb2 complex	simple:P13598	complex:aLb2 complex	ICAM2		False	False	False	curated	True	0.367					0.878	0.737						0.815	0.674		0.863	0.624	0.643	0.914	1.286	1.145	0.613					0.913	0.772					0.585	0.958	0.817						0.89	0.749								
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	COL5A2		True	False	False	curated	True	0.367								0.639	0.646	0.761	0.593	0.629	0.66	0.66	0.253	0.261	0.376	0.208	0.244	0.275	0.274																						0.167		0.29			0.189	0.188
CPI-SS0AC66088D	CEACAM5_CD1D	simple:P06731	simple:P15813	CEACAM5	CD1D	False	False	False	curated	False	0.367	0.317			0.393	0.201	0.205		0.219			0.295				0.245			0.321				0.243			0.319				0.352			0.428				0.317		0.195	0.393		0.206		0.211			0.287			
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	COL6A1		True	False	False	curated	True	0.367								0.85	0.857	0.972	0.804	0.841	0.872	0.871	0.204		0.326			0.226	0.225																						0.256	0.264	0.378	0.21	0.247	0.278	0.277
CPI-SS0E5593D5C	BMP8B_PLAUR	simple:P34820	simple:Q03405	BMP8B	PLAUR	True	False	True	InnateDB-All	False	0.388		0.417		0.73			0.224		0.362		0.675					0.371		0.684					0.385		0.698			0.191		0.416		0.729			0.223		0.407		0.72			0.214		0.456		0.769			0.263
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	curated	False	0.388		0.314	0.388						0.335	0.41						0.62	0.695				0.466		0.364	0.439				0.211		0.546	0.621				0.392		0.39	0.465				0.236		0.35	0.424				0.196
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	False	False	True	curated	False	0.388								0.522	0.659	0.351	0.554	0.489	0.364	0.554	0.596	0.733	0.425	0.628	0.563	0.438	0.628																						0.368	0.505		0.4	0.335		0.4
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	AXL	IL15RA	True	True	True	I2D	False	0.388		0.566	0.608	0.528					0.869	0.91	0.83					0.441	0.483						0.764	0.805	0.726					0.555	0.596	0.517					0.596	0.637	0.558					0.42	0.461				
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	PROS1	AXL	True	False	True	guidetopharmacology.org	False	0.388								0.597	0.899		0.795	0.586	0.627		0.599	0.901		0.796	0.587	0.628			0.716		0.612																		0.726	1.028	0.601	0.924	0.714	0.755	0.579
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	TNFSF10	TNFRSF10D	True	False	True	curated	False	0.388		0.235	0.34	0.241					0.326	0.43	0.332					0.739	0.843	0.744					0.523	0.628	0.529					0.387	0.492	0.393					0.255	0.36	0.261						0.234				
CPI-SS00FB3CB09	FFAR2_CCL4L2	simple:O15552	simple:Q8NHW4	FFAR2	CCL4L2	True	True	False	IMEx,IntAct	False	0.388				0.572	0.918	0.639						0.771	0.492					0.534	0.88	0.601					0.531	0.877	0.598					0.544	0.891	0.611					0.547	0.893	0.614						0.751	0.472	
CPI-SS099C401F7	ACVR2A_INHBE	simple:P27037	simple:P58166	ACVR2A	INHBE	True	True	False	curated	False	0.388								0.236	0.198	0.213	0.199	0.223	0.231	0.192	0.176		0.153		0.163	0.172		0.124					0.119																0.155		0.132	0.118	0.142	0.151	0.111
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	C5AR1	RPS19	False	True	False	guidetopharmacology.org	False	0.388	1.164					1.132		1.142					1.111		1.163					1.131		1.641	1.428	1.424	1.499	1.54	1.609	1.385	1.158					1.126		1.16					1.128		1.122					1.09	
CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	LTBR	LTB	False	True	False	curated	False	0.388								1.205		0.604	0.563	0.601	0.852		1.187		0.586		0.582	0.834		1.178		0.576	0.535	0.573	0.825																1.201		0.6	0.559	0.597	0.849	
CPI-SS0348DB5E3	FGFR1_FGFR2	simple:P11362	simple:P21802	FGFR1	FGFR2	True	True	True	InnateDB-All	False	0.408								0.603	0.507	0.524	0.532	0.559	0.6	0.483	0.427	0.331	0.348	0.357	0.383	0.424																							0.434	0.339	0.355	0.364	0.39	0.431	0.314
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	FGF2		True	False	False	curated	True	0.408									0.325	0.332	0.23			0.258		0.253	0.26	0.158			0.186		0.247	0.253	0.151			0.179									0.259	0.265	0.164			0.191		0.259	0.266	0.164			0.192
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	PLXNB2	SEMA4D	False	True	True	curated	False	0.408								0.536		0.483	0.6	0.79	0.757		0.555		0.503	0.619	0.81	0.777		0.517			0.582	0.772	0.739																0.552		0.499	0.616	0.806	0.773	0.411
CPI-SS0703338F5	LGALS9_CD44	simple:O00182	simple:P16070	LGALS9	CD44	True	False	True	InnateDB	False	0.408		0.919		0.973		0.961	1.037								1.04	1.116		1.171	1.051	1.158	1.234	1.219	1.296		1.35	1.231	1.338	1.414				0.889		0.877	0.953							0.895							
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	FN1		True	False	False	curated	True	0.408									1.106	1.411	0.975	0.93		0.784		0.989	1.294	0.858	0.813		0.667		0.68	0.986	0.55	0.504		0.358																0.827	1.132	0.697	0.651		0.505
CPI-SS0E0BCE16F	FGFR1_FGF5	simple:P11362	simple:P12034	FGFR1	FGF5	True	True	False	I2D,InnateDB-All	False	0.408								0.842	0.761	0.709	0.657	0.8	0.821	0.594	0.667	0.585	0.533		0.624	0.645																0.489					0.468		0.674	0.593	0.54	0.488	0.631	0.653	
CPI-SS00150FB64	HLA-F_LILRB1	simple:P30511	simple:Q8NHL6	HLA-F	LILRB1	True	False	True	curated	False	0.408	0.93			1.192							0.926				0.988			1.25				0.992			1.254				1.139		0.881	1.401	0.971	0.924		1.098		0.84	1.36	0.929	0.883	0.81	0.821			1.082			
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	LGALS9	PTPRK	True	False	True	InnateDB-All	False	0.408	0.42	0.449	0.553				0.401								0.618	0.647	0.751				0.599	0.797	0.826	0.93				0.778	0.336	0.365	0.469				0.317	0.278	0.308	0.411				0.259							
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	MDK	SORL1	True	False	True	InnateDB-All	False	0.408								0.54	0.424		0.736	0.817	0.576	0.403	0.54	0.424		0.737	0.817	0.576	0.403				0.46	0.541																	0.478	0.363		0.675	0.755	0.514	0.341
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	LAMC1		True	False	False	curated	True	0.429								0.513	0.52	0.635	0.467	0.504	0.535	0.534	0.443	0.45	0.565	0.397	0.433	0.465	0.464																						0.284	0.292	0.407	0.239	0.275	0.306	0.306
CPI-SS03A3EE72E	FLT4_PDGFC	simple:P35916	simple:Q9NRA1	FLT4	PDGFC	True	True	False	guidetopharmacology.org	False	0.429		0.141	0.195	0.148					0.135	0.19	0.143					0.601	0.655	0.609					0.124	0.179	0.132					0.169	0.223	0.177					0.159	0.213	0.166					0.118	0.172	0.125			
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	AXL	GAS6	True	True	False	guidetopharmacology.org	False	0.429		0.604	0.735	0.525					0.907	1.037	0.827					0.479	0.61	0.4					0.802	0.933	0.723					0.593	0.723	0.513					0.634	0.764	0.554					0.458	0.588	0.378			
CPI-SS077B160B9	IL15_IL15RA	simple:P40933	simple:Q13261	IL15	IL15RA	True	False	True	guidetopharmacology.org	False	0.429		0.318	0.359	0.28					0.342	0.384	0.304					0.378	0.419	0.34					0.405	0.447	0.367					0.321	0.362	0.283					0.304	0.345	0.266					0.261	0.302	0.223			
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	CXCL2	CXCR2	True	False	True	curated	False	0.429								0.203	0.164	0.189	0.206	0.264	0.204	0.151	0.307	0.268	0.293	0.31	0.368	0.308	0.255	0.396	0.357	0.382	0.399	0.457	0.398	0.345																					
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	FN1		True	False	False	curated	True	0.449								1.091	0.86		1.076	1.126	1.157	0.798	0.974	0.743		0.958	1.008	1.04	0.68	0.666			0.65	0.7	0.732																0.813	0.581		0.797	0.847	0.878	0.519
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	JAM2		False	False	False	curated	True	0.449	0.647			0.631	0.681	0.712		0.57			0.555	0.605	0.636		0.699			0.683	0.733	0.765							0.578		0.627			0.611	0.661	0.693		0.62			0.604	0.654	0.686							0.541	
CPI-CS04CBDE052	IL10 receptor_IL10	complex:IL10 receptor	simple:P22301		IL10	True	True	False	curated	False	0.449	0.592					0.608		0.692			0.686	0.663	0.708		0.675			0.668	0.646	0.691		0.883	0.674	0.701	0.876	0.854	0.899	0.655								0.627			0.62		0.643		0.606					0.622	
CPI-SC0A58E6695	TNC_aVb3 complex	simple:P24821	complex:aVb3 complex	TNC		True	False	False	curated	True	0.449		0.294	0.3				0.226		0.647	0.654	0.552			0.58		0.474	0.481	0.379			0.407		0.266	0.273						0.272	0.278						0.289	0.295				0.221		0.461	0.467	0.365			0.393
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	0.449									0.832	0.879	0.907	0.905		0.958		0.903	0.951	0.978	0.977	0.806	1.03		0.842	0.889	0.916	0.915	0.744	0.968																0.767	0.814	0.842	0.84		0.893
CPI-SS0BD9F32BA	LGALS9_DAG1	simple:O00182	simple:Q14118	LGALS9	DAG1	True	False	True	InnateDB-All	False	0.469		0.547	0.534			0.374	0.742							0.507	0.568	0.744	0.732	0.533	0.548	0.571	0.94	0.747	0.924	0.911	0.712	0.728	0.751	1.119		0.463	0.45				0.658							0.6							
CPI-SS0B8083B44	WNT7B_FZD4	simple:P56706	simple:Q9ULV1	WNT7B	FZD4	True	False	True	curated	False	0.469	0.284	0.394	0.496	0.234	0.301	0.275	0.239			0.361						0.327	0.429						0.306	0.408						0.367	0.469					0.287	0.397	0.499	0.237	0.304	0.278	0.242		0.258	0.36				
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ICAM1	SPN	False	True	False	curated	False	0.469					0.825	0.786		0.799				0.915	0.877		0.813				0.93	0.891		1.112	0.81	0.905	0.963	1.229	1.191	0.795					0.881	0.843						0.809	0.771		0.966			0.816	1.082	1.044	
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	CD74	MIF	True	True	False	I2D,InnateDB-All	False	0.49	1.945	1.996	2.092	2.116	1.944	1.961	2.248										1.721	1.745			1.877	1.868	1.919	2.015	2.038	1.867	1.884	2.17							1.771	1.591	1.642	1.737	1.761		1.607	1.893							
CPI-SS05CE87F88	HLA-G_LILRB1	simple:P17693	simple:Q8NHL6	HLA-G	LILRB1	True	True	True	curated	False	0.49	0.653			0.915							0.777				0.65			0.912				0.81		0.552	1.072	0.641	0.595		0.89	0.61	0.632	1.152	0.722	0.675	0.602	0.778		0.519	1.039	0.609	0.563		0.56			0.822			
CPI-SS0339AE950	SIRPA_CD47	simple:P78324	simple:Q08722	SIRPA	CD47	False	True	True	curated	False	0.49								0.764				0.722		0.649	0.907	0.737	0.729	0.757	0.865	0.78	0.792	1.023	0.854	0.846	0.873	0.981	0.896	0.908															0.901	0.731	0.723	0.751	0.859	0.774	0.786
CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	LGALS9	CD47	True	False	True	InnateDB-All	False	0.49	0.886	0.716		0.736	0.844	0.759	0.771								1.083	0.914	0.906	0.933	1.042	0.957	0.969	1.263	1.093	1.086	1.113	1.221	1.136	1.148	0.802				0.76		0.687	0.744													
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	LGALS9	HAVCR2	True	False	True	curated	False	0.49	0.595			0.898	0.911	0.819					0.663				0.792		0.648	1.095	1.109	1.016	0.598	0.972	0.767	0.828	1.275	1.288	1.196	0.778				0.814	0.827	0.735					0.756	0.769	0.677								
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	LGALS9	MET	True	False	True	InnateDB-All	False	0.51	0.346	0.38	0.501	0.351	0.329	0.348	0.555								0.543	0.577	0.698	0.549	0.526	0.546	0.752	0.723	0.757	0.878	0.728	0.706	0.725	0.932			0.417				0.471			0.359				0.413							
CPI-SS09C52F54E	LGALS9_SORL1	simple:O00182	simple:Q92673	LGALS9	SORL1	True	False	True	InnateDB-All	False	0.51	0.473			0.67	0.75	0.509					0.435	0.515			0.671	0.555		0.867	0.948	0.707	0.534	0.85	0.735		1.047	1.127	0.886	0.713	0.389			0.586	0.666	0.425					0.528	0.608	0.367								
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	CD74	COPA	True	True	False	IMEx,IntAct	False	0.51	1.528	1.832	1.701	1.731	1.533	1.602	1.825									1.462	1.33	1.361			1.455	1.451	1.755	1.623	1.654	1.456	1.524	1.748		1.356					1.348		1.478	1.346	1.377		1.247	1.47							
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	CD74	APP	False	True	False	curated	False	0.51	1.377	1.831	2.151	1.558			1.59			1.273						1.46	1.78	1.187			1.219	1.3	1.754	2.073	1.481			1.513		1.354	1.674	1.081			1.113	1.022	1.476	1.796	1.203			1.235			1.13				
CPI-SS002DF6C31	LGALS9_SLC1A5	simple:O00182	simple:Q15758	LGALS9	SLC1A5	True	False	True	I2D,InnateDB-All	False	0.531		0.588	0.42	0.559	0.528	0.399	0.587									0.786	0.618	0.757	0.725	0.596	0.785		0.965	0.797	0.936	0.905	0.776	0.964		0.504		0.475	0.443		0.503		0.446		0.417	0.386		0.445							
CPI-SC0A9458008	ICAM1_aXb2 complex	simple:P05362	complex:aXb2 complex	ICAM1		False	True	False	curated	True	0.531				0.824	0.597			0.397			0.915	0.688			0.411			0.929	0.702			0.711	0.585	0.596	1.228	1.002	0.664	0.608				0.88	0.654						0.808	0.582			0.564	0.439	0.449	1.082	0.855	0.517	0.461
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	TNFRSF10A	TNFSF10	True	True	False	curated	False	0.531	0.344	0.435	0.848	0.632	0.496	0.364				0.69	0.475						0.753	0.538	0.401					0.724	0.509	0.372					0.723	0.507	0.371			0.286	0.377	0.79	0.574	0.438	0.306				0.692	0.476	0.34		
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	True	False	True	curated	False	0.551		0.326	0.333				0.403	0.388	0.542	0.549	0.345	0.382		0.62	0.307	0.461	0.468	0.264	0.301		0.538	0.26	0.415	0.422				0.492		0.303	0.31				0.381		0.325	0.332				0.403		0.264					0.341
CPI-SS0DEDA3567	TNFSF10_RIPK1	simple:P50591	simple:Q13546	TNFSF10	RIPK1	True	False	True	InnateDB-All	False	0.551			0.303						0.331	0.394		0.362	0.33	0.341		0.744	0.807	0.706	0.774	0.743	0.754		0.529	0.591	0.49	0.559	0.528	0.539		0.392	0.455	0.354	0.423	0.392	0.402			0.323			0.26	0.27							
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	GPR37L1	PSAP	True	True	False	guidetopharmacology.org	False	0.551		1.118	1.106	1.373			1.14		0.947		1.202			0.969		1.011	0.999	1.267			1.034		0.99	0.978	1.246			1.013		1.103	1.091	1.358			1.125		1.115	1.103	1.37			1.137		0.951	0.939	1.207			0.974
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	FN1		True	False	False	curated	True	0.571								0.811	0.818	0.933	0.765	0.802	0.833	0.832	0.694	0.701	0.816	0.648	0.684	0.715	0.715	0.386	0.393	0.508	0.34	0.376	0.407	0.407															0.532	0.54	0.654	0.486	0.523	0.554	0.553
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	True	False	True	curated	False	0.571		0.738	0.719	0.71			0.734		0.631	0.612	0.603			0.627		0.659	0.641	0.632			0.655		0.654	0.636	0.627			0.651		0.835	0.817	0.808			0.831		0.806	0.787	0.778			0.802		0.588	0.57	0.561			0.584
CPI-SS0735F5C3A	TIMP1_FGFR2	simple:P01033	simple:P21802	TIMP1	FGFR2	True	False	True	InnateDB-All	False	0.571								1.164	1.069	1.085	1.094	1.12	1.161	1.044	0.967	0.872	0.888	0.897	0.923	0.964	0.847	0.96	0.865	0.881	0.89	0.916	0.957	0.84															0.966	0.87	0.887	0.896	0.922	0.963	0.846
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	0.592		0.243	0.576	0.327	0.181		0.153		0.22	0.553	0.303					0.215	0.549	0.299	0.153				0.216	0.549	0.299					0.238	0.571	0.321	0.175		0.148		0.252	0.585	0.336	0.19		0.162		0.224	0.557	0.307			0.134
CPI-SS0898D7F7F	TNFRSF10B_TNFSF10	simple:O14763	simple:P50591	TNFRSF10B	TNFSF10	True	True	False	curated	False	0.612		0.47	0.882	0.667	0.531	0.399			0.452	0.865	0.65	0.514			0.533	0.623	1.036	0.821	0.684	0.552			0.453	0.866	0.65	0.514					0.779	0.564						0.845	0.629	0.493			0.407	0.497	0.91	0.695	0.559	0.427	
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	TNFRSF1B	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.633		0.872	1.039	1.186			0.981		0.894	1.06	1.208			1.002		0.987	1.154	1.301			1.096	1.017	1.333	1.499	1.647	0.822	0.779	1.441		1.053	1.219	1.367			1.161	0.867	1.183	1.35	1.497			1.292			0.893	1.04			0.835
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.653								0.858	1.174	1.34	1.488	0.663	0.62	1.282	0.894	1.21	1.376	1.524	0.699	0.656	1.318	0.795	1.112	1.278	1.425			1.22		0.935	1.102	1.249			1.044		0.769	0.935	1.083			0.877	0.665	0.982	1.148	1.295			1.09
CPI-SC0BF16A11C	COL20A1_a10b1 complex	simple:Q9P218	complex:a10b1 complex	COL20A1		True	False	False	curated	True	1.653																																																	
CPI-SC069F9E62C	COL28A1_a11b1 complex	simple:Q2UY09	complex:a11b1 complex	COL28A1		True	False	False	curated	True	1.653																																																	
CPI-SC05CE52A12	COL6A5_a11b1 complex	simple:A8TX70	complex:a11b1 complex	COL6A5		True	False	False	curated	True	1.653																																																	
CPI-SC07E0348EF	COL6A6_a11b1 complex	simple:A6NMZ7	complex:a11b1 complex	COL6A6		True	False	False	curated	True	1.653																																																	
CPI-SC05D8C0EF5	COL28A1_a10b1 complex	simple:Q2UY09	complex:a10b1 complex	COL28A1		True	False	False	curated	True	1.653																																																	
CPI-SC0147A8A42	COL26A1_a10b1 complex	simple:Q96A83	complex:a10b1 complex	COL26A1		True	False	False	curated	True	1.653																																																	
CPI-SC0CBC30AB7	COL9A1_a11b1 complex	simple:P20849	complex:a11b1 complex	COL9A1		True	False	False	curated	True	1.653																																																	
CPI-SC0CF621D48	COL2A1_a11b1 complex	simple:P02458	complex:a11b1 complex	COL2A1		True	False	False	curated	True	1.653																																																	
CPI-SC0247E9ADB	COL9A2_a11b1 complex	simple:Q14055	complex:a11b1 complex	COL9A2		True	False	False	curated	True	1.653																																																	
CPI-SC06B4C6DD5	COL17A1_a10b1 complex	simple:Q9UMD9	complex:a10b1 complex	COL17A1		True	False	False	curated	True	1.653																																																	
CPI-SC08938BB1C	COL21A1_a10b1 complex	simple:Q96P44	complex:a10b1 complex	COL21A1		True	False	False	curated	True	1.653																																																	
CPI-SC0B066E03C	COL4A6_a11b1 complex	simple:Q14031	complex:a11b1 complex	COL4A6		True	False	False	curated	True	1.653																																																	
CPI-SC05565E8CE	COL4A6_a10b1 complex	simple:Q14031	complex:a10b1 complex	COL4A6		True	False	False	curated	True	1.653																																																	
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	COL9A2		True	False	False	curated	True	1.653																																																	
CPI-SC0DF986F22	COL10A1_a11b1 complex	simple:Q03692	complex:a11b1 complex	COL10A1		True	False	False	curated	True	1.653																																																	
